"IDtree","plot","forest_type","sp","heigth","CII","thick","petiol","compound","pubes","LA","SLA","LDMC","dens","pheno","P","C","N","CN","NP","Legum"
"1-1",1,"OAK","Retri","3/3.5",3,0.385,10.3133333333333,0,"Yes",27.4559333333333,107.306187933333,329.067620566667,0.249226826333333,"deciduous",1.844442201,492,16.748,29.37664199,9.080252006,"no"
"1-10",1,"OAK","Accol","1.5/2",2.5,0.118333333333333,20.5466666666667,2,"No",65.9051333333333,161.786327033333,435.0987662,0.53454777,"deciduous",2.084664284,485,24.553,19.75318698,11.7779156,"yes"
"1-101",1,"OAK","Eusch","3.5/4",3,0.147666666666667,12.4033333333333,0,"No",1.86143333333333,275.908787866667,290.317460333333,0.263698773333333,"deciduous",2.402343269,514,22.765,22.57851966,9.476164498,"no"
"1-106",1,"OAK","Retri","1/1.5",2.5,0.252333333333333,9.73333333333333,0,"Yes",28.3096,156.306474533333,301.235016733333,0.254072994,"deciduous",1.615690041,507,18.093,28.02188692,11.19831128,"no"
"1-109",1,"OAK","Aledu","2/2.5",3,0.234,7.39666666666667,0,"No",62.4928666666667,98.7631430466667,398.2822665,0.439129999,"evergreen",1.015179804,537,15.784,34.02179422,15.54798464,"no"
"1-112",1,"OAK","Accol","3.5/4",3,0.143333333333333,7.98333333333333,2,"No",38.6432333333333,104.111919353333,525.6077705,0.680898238,"deciduous",1.933996682,508,24.184,21.00562355,12.50467502,"yes"
"1-115",1,"OAK","Eusch","2.5/3",3,0.131666666666667,13.8066666666667,0,"No",3.32813333333333,371.3509091,225.212790433333,0.204878329333333,"deciduous",2.632607648,520,22.574,23.0353504,8.574768069,"no"
"1-117",1,"OAK","Eusch","3.5/4",3,0.144333333333333,17.0733333333333,0,"No",3.18616666666667,283.1127315,252.733142566667,0.247954401,"deciduous",2.772564074,515,27.471,18.74704234,9.90815695,"no"
"1-118",1,"OAK","Eusch","3.5/4",3,0.152,21.6233333333333,0,"No",4.81303333333333,316.050915733333,244.407248,0.209237779,"deciduous",2.780528977,506,26.924,18.79364136,9.683049602,"no"
"1-12",1,"OAK","Baung","1.5/2",3,0.127,14.04,0,"Yes",29.6547666666667,224.291186,476.849937966667,0.354381173666667,"deciduous",1.517621987,553,23.459,23.57304233,15.45773598,"yes"
"1-123",1,"OAK","Accol","2/2.5",2.5,0.125,10.9966666666667,2,"No",92.6445333333333,168.964179933333,466.4246631,0.489155723333333,"deciduous",1.918191923,501,23.95,20.91858038,12.48571622,"yes"
"1-127",1,"OAK","Accol","2.5/3",2.5,0.104,15.97,2,"No",40.6153,137.2138514,527.6292335,0.700759036,"deciduous",1.346503217,503,24.096,20.874834,17.89524131,"yes"
"1-128",1,"OAK","Sepav","2/2.5",2.5,0.162333333333333,6.87666666666667,0,"No",21.9008666666667,228.184706833333,295.767827233333,0.272142333,"deciduous",2.083222207,495,22.853,21.66017591,10.97002515,"no"
"1-131",1,"OAK","Sepav","2/2.5",2,0.145333333333333,5.55666666666667,0,"No",39.7399333333333,248.6104245,289.724174866667,0.278291749333333,"deciduous",2.006164355,493,23.19,21.25916343,11.55937197,"no"
"1-132",1,"OAK","Accol","1/1.5",1.5,0.091,8.86,2,"No",20.2309,171.4483051,424.4604317,0.640951859,"deciduous",NA,505,25.39,19.88972036,NA,"yes"
"1-135",1,"OAK","Sepav","2.5/3",2,0.171333333333333,7.51,0,"No",26.0986666666667,210.8748076,293.934402166667,0.277693076333333,"deciduous",2.309698377,493,20.955,23.52660463,9.072613209,"no"
"1-14",1,"OAK","Aledu","1/1.5",2.5,0.203,3.98666666666667,0,"No",21.4496,131.0335918,342.4986024,0.376727708,"evergreen",0.985549575,529,11.832,44.70926302,12.00548435,"no"
"1-140",1,"OAK","Aledu","1/1.5",1.5,0.203,4.63333333333333,0,"No",30.7206333333333,141.319148266667,349.164115033333,0.374011683333333,"evergreen",1.039701248,533,13.11,40.6559878,12.60939142,"no"
"1-141",1,"OAK","Sepav","1.5/2",1.5,0.146333333333333,7.38333333333333,0,"No",40.0264333333333,258.228558833333,287.744730733333,0.267364418,"deciduous",2.557794124,493,21.425,23.01050175,8.376358284,"no"
"1-142",1,"OAK","Eusch","1.5/2",3,0.151,21.1866666666667,0,"No",4.6538,342.522107833333,225.146198833333,0.202403194333333,"deciduous",2.413834972,510,23.041,22.13445597,9.545391575,"no"
"1-143",1,"OAK","Sepav","3.5/4",2,0.186,6.71,0,"No",20.897,227.691158833333,315.575209,0.239993151,"deciduous",2.78690054,495,22.061,22.43778614,7.915962441,"no"
"1-146",1,"OAK","Myseg","1/1.5",2.5,0.285333333333333,5.51333333333333,0,"No",17.1997,92.0901053233333,403.531700766667,0.392072532666667,"semideciduous",0.974892494,546,12.733,42.88070368,13.06092731,"no"
"1-149",1,"OAK","Busim","2/2.5",2.5,0.168,96.0233333333333,1,"Yes",222.714666666667,254.372405,208.585933,0.235060120666667,"deciduous",2.635205797,478,22.957,20.82153591,8.711653574,"no"
"1-150",1,"OAK","Eusch","2/2.5",2.5,0.128666666666667,19.4433333333333,0,"No",3.83563333333333,306.926307,289.765847366667,0.259426637333333,"deciduous",2.286242774,512,22.014,23.25792677,9.628898669,"no"
"1-151",1,"OAK","Covit","3.5/4",3,0.118666666666667,120.573333333333,0,"Yes",70.2955666666667,257.594007466667,236.045169733333,0.331512136333333,"deciduous",2.596278664,516,20.344,25.36374361,7.835830677,"no"
"1-153",1,"OAK","Sepav","3.5/4",2.5,0.167666666666667,8.85666666666667,0,"No",34.0780333333333,188.094463866667,337.356313433333,0.319529188333333,"deciduous",2.637233397,496,21.561,23.00449886,8.175613133,"no"
"1-16",1,"OAK","Retri","2/2.5",3,0.273,6.81333333333333,0,"Yes",18.4259333333333,129.161043233333,351.174142,0.287838369,"deciduous",1.80479484,501,14.262,35.128313,7.902283232,"no"
"1-165",1,"OAK","Sepav","2.5/3",2,0.142333333333333,7.17666666666667,0,"No",25.1820666666667,250.128206666667,314.106546566667,0.284793066,"deciduous",2.14440518,495,19.651,25.18955778,9.163846546,"no"
"1-166",1,"OAK","Sepav","2.5/3",1.5,0.177,7.09666666666667,0,"No",29.4403333333333,194.824835933333,327.448848733333,0.294651071666667,"deciduous",2.429807292,494,19.942,24.77183833,8.207235227,"no"
"1-168",1,"OAK","Sepav","3/3.5",1.5,0.136666666666667,5.42333333333333,0,"No",26.9669,276.622809733333,271.169922266667,0.267378912,"deciduous",2.366230917,492,20.679,23.79225301,8.739214695,"no"
"1-170",1,"OAK","Eusch","3.5/4",2,0.146333333333333,26.7133333333333,0,"No",7.0382,337.640587533333,235.601027066667,0.20552397,"deciduous",2.689150695,504,25.495,19.76858207,9.480688473,"no"
"1-171",1,"OAK","Brasil","1.5/2",2,0.136333333333333,4.70666666666667,0,"No",3.87593333333333,196.419696966667,382.931584566667,0.378443600333333,"deciduous",1.768181688,515,21.066,24.44697617,11.91393404,"yes"
"1-172",1,"OAK","Brasil","2.5/3",2,0.141333333333333,4.22333333333333,0,"No",3.83756666666667,286.1369697,307.1759259,0.252247235666667,"deciduous",1.722365728,512,20.596,24.85919596,11.95797134,"yes"
"1-173",1,"OAK","Hirac","3/3.5",2.5,0.150666666666667,2.47333333333333,0,"No",14.3804666666667,151.065696933333,443.848136366667,0.443337645333333,"evergreen",0.993772923,502,12.051,41.65629408,12.12651273,"no"
"1-174",1,"OAK","Arrev","2/2.5",2.5,0.361333333333333,8.94333333333333,0,"No",26.2948333333333,67.1239483066667,363.296757633333,0.413349186,"evergreen",1.388538681,517,11.975,43.17327766,8.624174584,"no"
"1-175",1,"OAK","Aledu","1.5/2",1.5,0.206,4.85333333333333,0,"No",22.0084333333333,115.848479733333,410.1859203,0.434983356666667,"evergreen",1.236182899,527,11.06,47.64918626,8.946896132,"no"
"1-176",1,"OAK","Retri","1.5/2",2,0.237666666666667,3.13333333333333,0,"Yes",16.6441666666667,175.171058333333,334.1913177,0.245582850333333,"deciduous",1.470935997,515,18.566,27.73887752,12.6218952,"no"
"1-178",1,"OAK","Sepav","1.5/2",1.5,0.138,5.18,0,"No",20.5051333333333,269.806742666667,288.186682933333,0.268949123,"deciduous",2.494930464,486,20.997,23.14616374,8.415865812,"no"
"1-179",1,"OAK","Sepav","1.5/2",1.5,0.131333333333333,5.33333333333333,0,"No",28.4979333333333,339.917914133333,247.309399866667,0.224544764333333,"deciduous",2.844590316,482,23.783,20.26657697,8.360782172,"no"
"1-180",1,"OAK","Myseg","2.5/3",2,0.285333333333333,6.14333333333333,0,"No",26.7694666666667,86.85169953,409.284297566667,0.407593080666667,"semideciduous",0.775591497,533,12.658,42.10775794,16.32044711,"no"
"1-181",1,"OAK","Butom","3/3.5",2.5,0.258333333333333,27.5,1,"Yes",43.4001666666667,204.960334066667,285.170891666667,0.190298117666667,"deciduous",2.750731594,494,19.265,25.64235661,7.003591351,"no"
"1-183",1,"OAK","Aledu","3.5/4",2.5,0.232,3.21666666666667,0,"No",35.4566333333333,114.004159266667,384.5410702,0.386236686,"evergreen",1.17183034,540,14.246,37.90537695,12.15704997,"no"
"1-188",1,"OAK","Aledu","2.5/3",2,0.233333333333333,4.81666666666667,0,"No",37.4959333333333,89.78006122,428.849737033333,0.488670812333333,"evergreen",1.652484541,529,13.843,38.21425991,8.377082908,"no"
"1-192",1,"OAK","Accol","3.5/4",2.5,0.099,15.76,2,"No",101.2189,174.013502333333,448.932133733333,0.582014642,"deciduous",3.485856596,519,30.809,16.8457269,8.838286703,"yes"
"1-195",1,"OAK","Eusch","1.5/2",3,0.135333333333333,19.8566666666667,0,"No",4.00346666666667,298.042460333333,298.607674966667,0.254775128,"deciduous",1.853664413,490,17.725,27.64456982,9.562140742,"no"
"1-196",1,"OAK","Xyfle","1.5/2",2.5,0.279,1.61,0,"No",8.3957,86.31451136,432.9174972,0.419313589333333,"evergreen",0.680847679,474,13.09,36.21084798,19.22603309,"no"
"1-198",1,"OAK","Eusch","1.5/2",3,0.144333333333333,24.53,0,"No",5.48876666666667,276.173303166667,283.266847933333,0.256606920666667,"deciduous",1.984833939,500,20.264,24.67429925,10.20941833,"no"
"1-199",1,"OAK","Eusch","2.5/3",3,0.154333333333333,18.2466666666667,0,"No",3.48876666666667,336.535555566667,262.145262133333,0.211946188,"deciduous",2.427498004,504,22.805,22.10041658,9.394446447,"no"
"1-200",1,"OAK","Retri","1.5/2",3,0.307333333333333,4.93333333333333,0,"Yes",16.4436,127.021262566667,341.282297,0.258759663333333,"deciduous",0.948603794,494,13.966,35.37161678,14.72269043,"no"
"1-205",1,"OAK","Eusch","2/2.5",3,0.114666666666667,18.16,0,"No",2.94323333333333,467.0142857,203.1687675,0.187817817333333,"deciduous",1.577458051,501,23.821,21.03186264,15.100877,"no"
"1-206",1,"OAK","Sepav","1.5/2",2.5,0.139666666666667,5.36333333333333,0,"No",37.8787666666667,319.143705633333,256.2219509,0.224426498666667,"deciduous",2.924236126,486,26.51,18.33270464,9.06561538,"no"
"1-207",1,"OAK","Sepav","2/2.5",3,0.140333333333333,5.24333333333333,0,"No",35.1016666666667,294.3449614,255.9100079,0.243408642333333,"deciduous",2.309427113,491,24.443,20.08755063,10.58401015,"no"
"1-208",1,"OAK","Retri","2/2.5",2.5,0.239666666666667,6.26,0,"Yes",29.4192,179.563994033333,272.964837766667,0.234186155,"deciduous",1.655949342,497,16.848,29.49905033,10.17422428,"no"
"1-209",1,"OAK","Sepav","3/3.5",3,0.176333333333333,4.98,0,"No",22.2536,196.0406092,308.808328566667,0.289818000333333,"deciduous",2.519222949,497,22.764,21.83271833,9.036119654,"no"
"1-210",1,"OAK","Aledu","2/2.5",2.5,0.210333333333333,3.62,0,"No",21.9026333333333,116.946781633333,360.3971833,0.408075063666667,"evergreen",0.786743305,537,13.091,41.02054847,16.63948066,"no"
"1-211",1,"OAK","Eusch","2/2.5",2.5,0.146,20.9433333333333,0,"No",3.6737,356.869127,257.913436666667,0.210968139333333,"deciduous",2.304683251,505,20.991,24.05792959,9.107976115,"no"
"1-212",1,"OAK","Aledu","1/1.5",2,0.228,3.89333333333333,0,"No",23.5537666666667,165.6769697,288.601899866667,0.29818994,"evergreen",1.016191225,523,13.041,40.10428648,12.83321454,"no"
"1-213",1,"OAK","Eusch","2.5/3",2.5,0.152333333333333,17.4666666666667,0,"No",3.5252,410.1425926,212.0596206,0.164065793,"deciduous",2.071732634,501,19.438,25.77425661,9.382484825,"no"
"1-216",1,"OAK","Sepav","3/3.5",2,0.150666666666667,7.08666666666667,0,"No",33.7354,273.391611166667,273.031820333333,0.243416770666667,"deciduous",2.687170055,490,28.84,16.99029126,10.73248042,"no"
"1-217",1,"OAK","Eusch","2/2.5",2,0.132666666666667,20.6733333333333,0,"No",3.44646666666667,543.298148133333,185.450208733333,0.149690640666667,"deciduous",2.111429446,500,22.698,22.02837254,10.75006321,"no"
"1-218",1,"OAK","Sepav","3.5/4",2,0.161666666666667,7.52333333333333,0,"No",35.4347666666667,221.2622851,291.3031584,0.281252008666667,"deciduous",2.248907194,494,22.033,22.42091408,9.797202865,"no"
"1-220",1,"OAK","Sepav","2/2.5",1.5,0.149666666666667,6.73,0,"No",35.9963333333333,293.202996333333,267.754284833333,0.231139164,"deciduous",2.633722389,486,24.998,19.44155532,9.49150909,"no"
"1-223",1,"OAK","Brasil","1.5/2",1.5,0.131,4.51,0,"No",3.77336666666667,258.9300598,342.5649348,0.311226562666667,"deciduous",1.774467321,507,21.324,23.77602701,12.01712747,"yes"
"1-224",1,"OAK","Aledu","1.5/2",2,0.195666666666667,5.69333333333333,0,"No",29.3374,132.775283366667,345.111205966667,0.386885475333333,"evergreen",2.045574566,539,14.779,36.47066784,7.224864956,"no"
"1-225",1,"OAK","Disal","3/3.5",2.5,0.235,4.87333333333333,0,"Yes",28.947,141.297850266667,349.729999733333,0.302125451666667,"deciduous",1.779690773,505,18.234,27.69551388,10.24560012,"no"
"1-226",1,"OAK","Sepav","3/3.5",2.5,0.150333333333333,7.19,0,"No",34.7398,292.252257366667,252.3327802,0.227955866666667,"deciduous",2.406097272,493,24.337,20.25722151,10.11471992,"no"
"1-227",1,"OAK","Retri","2/2.5",2.5,0.290333333333333,8.71333333333333,0,"Yes",23.5563666666667,141.575179333333,278.557370133333,0.24374688,"deciduous",1.930778392,499,19.744,25.27350081,10.22592757,"no"
"1-228",1,"OAK","Retri","3/3.5",2.5,0.300333333333333,7.44666666666667,0,"Yes",22.5732666666667,130.2586869,303.3917222,0.256011295,"deciduous",1.404485474,501,16.279,30.77584618,11.59072151,"no"
"1-231",1,"OAK","Casyl","1.5/2",2.5,0.202666666666667,3.55666666666667,0,"No",15.8999,139.306472633333,378.719183466667,0.363390439666667,"evergreen",1.138782951,488,17.297,28.21298491,15.18902262,"no"
"1-232",1,"OAK","Myseg","2/2.5",3,0.295333333333333,3.78,0,"No",12.5959333333333,103.202231446667,366.247294066667,0.330523885,"semideciduous",1.240889555,525,14.07,37.31343284,11.33864004,"no"
"1-234",1,"OAK","Eusch","3/3.5",2.5,0.143666666666667,15.9233333333333,0,"No",3.6513,281.825,333.179666833333,0.260413503333333,"deciduous",1.947142524,505,20.269,24.91489467,10.40961294,"no"
"1-237",1,"OAK","Sepav","2/2.5",1.5,0.175333333333333,6.02333333333333,0,"No",32.9183666666667,217.149382733333,310.7605764,0.269127467,"deciduous",2.46283186,491,22.014,22.30398837,8.938490831,"no"
"1-26",1,"OAK","Disal","1/1.5",3,0.258333333333333,6.18,0,"Yes",42.9696,97.8514349066667,411.995944833333,0.399367466,"deciduous",1.257244347,475,17.164,27.67420182,13.65207968,"no"
"1-27",1,"OAK","Covit","1/1.5",3,0.141,218.333333333333,0,"Yes",171.8763,188.244167066667,255.716245833333,0.377721075,"deciduous",1.823003474,506,19.452,26.01274933,10.67030331,"no"
"1-47",1,"OAK","Baung","3/3.5",3,0.154,10.3233333333333,0,"Yes",27.1895,193.430221033333,433.469703233333,0.340107974666667,"deciduous",2.205512092,548,25.75,21.2815534,11.67529305,"yes"
"1-48",1,"OAK","Retri","2.5/3",3,0.286333333333333,14.1666666666667,0,"Yes",35.2388,115.589367266667,320.7280118,0.302307688666667,"deciduous",1.328916729,498,13.239,37.61613415,9.962249488,"no"
"1-54",1,"OAK","Retri","2/2.5",2.5,0.321333333333333,8.13666666666667,0,"Yes",29.7195,123.4860436,305.846769366667,0.253089607,"deciduous",1.723841025,497,15.492,32.0810741,8.986907594,"no"
"1-59",1,"OAK","Retri","1/1.5",2.5,0.257333333333333,3.94666666666667,0,"Yes",44.7757333333333,164.732399433333,308.127878266667,0.238928804333333,"deciduous",1.92463066,504,17.97,28.04674457,9.33685635,"no"
"1-63",1,"OAK","Disal","2.5/3",2.5,0.232333333333333,3.4,0,"Yes",26.2997666666667,123.4806145,430.8831769,0.353808924,"deciduous",1.22962597,496,17.299,28.67217758,14.06850572,"no"
"1-72",1,"OAK","Retri","1/1.5",2.5,0.206333333333333,8.36,0,"Yes",29.6404666666667,163.2791133,305.417778566667,0.296912478666667,"deciduous",1.388858989,505,14.265,35.40133193,10.27102111,"no"
"1-77",1,"OAK","Eusch","2/2.5",2.5,0.124333333333333,17.04,0,"No",2.6079,402.239166666667,211.196011833333,0.203717559333333,"deciduous",1.309563361,504,19.83,25.41603631,15.14245174,"no"
"1-79",1,"OAK","Luspe","3/3.5",3,0.225333333333333,7.24,0,"Yes",92.3938333333333,162.619465766667,460.245606133333,0.274285611333333,"semideciduous",1.805915627,527,19.675,26.78526048,10.8947504,"no"
"1-80",1,"OAK","Accol","2/2.5",3,0.189,9.35666666666667,2,"No",27.4163333333333,105.34380183,501.5549868,0.6062455865,"deciduous",0.689918673,498,18.567,26.82178058,26.91186763,"yes"
"1-81",1,"OAK","Accol","2.5/3",3,0.166,7.885,2,"No",21.7474,102.467529415,466.92501805,0.6075949455,"deciduous",0.81215229,513,20.585,24.92105902,25.34623156,"yes"
"1-82",1,"OAK","Eusch","3/3.5",3,0.150333333333333,13.6366666666667,0,"No",1.83633333333333,333.6095238,283.333333333333,0.208600814666667,"deciduous",2.013434447,515,24.804,20.7627802,12.31924885,"no"
"1-85",1,"OAK","Retri","1/1.5",2.5,0.245666666666667,4.76,0,"Yes",16.2813333333333,158.598716966667,288.9597621,0.258525481666667,"deciduous",1.512339365,511,16.512,30.94718992,10.91818436,"no"
"1-87",1,"OAK","Butom","1/1.5",2,0.215,49.2333333333333,1,"Yes",107.591133333333,207.875348033333,302.825862433333,0.227915585,"deciduous",1.772560544,506,16.627,30.43242918,9.380215565,"no"
"1-88",1,"OAK","Eusch","3/3.5",3,0.128333333333333,14.0666666666667,0,"No",2.08223333333333,343.261481466667,287.454747966667,0.232602376333333,"deciduous",2.941585519,516,26.896,19.18500892,9.143368373,"no"
"1-89",1,"OAK","Butom","2/2.5",2.5,0.209333333333333,43.9666666666667,1,"Yes",89.9774333333333,186.3686263,308.2227459,0.262283979333333,"deciduous",1.706572783,511,15.854,32.23161347,9.289964167,"no"
"1-90",1,"OAK","Retri","2/2.5",2.5,0.249,9.91666666666667,0,"Yes",29.4607666666667,123.2089026,352.0495795,0.32652391,"deciduous",1.486776001,506,15.386,32.88704017,10.34856628,"no"
"1-91",1,"OAK","Accol","3.5/4",2.5,0.1525,5.4,2,"No",26.145,150.7441389,383.01736575,0.4358863555,"deciduous",1.64973482,513,28.468,18.02023324,17.25610665,"yes"
"1-92",1,"OAK","Aledu","1.5/2",3,0.231666666666667,5.55,0,"No",35.0011,114.034224766667,354.830285233333,0.379330183666667,"evergreen",1.245066727,541,14.489,37.33867072,11.6371273,"no"
"1-96",1,"OAK","Accol","3.5/4",2.5,0.129333333333333,10.98,2,"No",24.2311333333333,134.7518697,501.044287366667,0.582901766333333,"deciduous",1.336561522,546,25.818,21.14803625,19.31673146,"yes"
"1-97",1,"OAK","Eusch","2/2.5",2.5,0.132333333333333,12.55,0,"No",2.97056666666667,288.178642166667,317.284248333333,0.273739606666667,"deciduous",2.351393513,510,22.036,23.14394627,9.371464146,"no"
"1-98",1,"OAK","Sepav","1.5/2",3,0.160333333333333,7.49,0,"No",22.9984333333333,257.472918833333,289.295607,0.249272351,"deciduous",2.202080962,493,25.201,19.56271577,11.44417505,"no"
"10-1",10,"MIX","Cacor","1/1.5",1,0.154,2.07,0,"No",57.2548,252.190747866667,265.5345119,0.258413823333333,"deciduous",1.99123519,477,27.668,17.24013301,13.89489305,"no"
"10-11",10,"MIX","Lomin","1/1.5",1.5,0.147666666666667,28.3666666666667,1,"Yes",63.9865,205.8274921,428.289086533333,0.332018751333333,"deciduous",0.841146799,466,27.663,16.84560604,32.88724398,"yes"
"10-12",10,"MIX","Mabio","2.5/3",1.5,0.132333333333333,37.88,0,"Yes",176.7663,190.7346383,465.366761366667,0.396426622333333,"deciduous",0.875671255,485,28.824,16.8262559,32.91646247,"no"
"10-16",10,"MIX","Sasap","1/1.5",1,0.189666666666667,21.78,1,"No",334.453433333333,160.450405233333,290.762117033333,0.331311753666667,"evergreen",2.170130056,501,29.046,17.24850238,13.38445128,"no"
"10-19",10,"MIX","Cacor","2/2.5",1.5,0.128333333333333,1.75333333333333,0,"No",42.2909333333333,219.668717433333,321.7499028,0.357033416666667,"deciduous",1.846876423,488,26.455,18.44641845,14.32418524,"no"
"10-21",10,"MIX","Cacor","1.5/2",1.5,0.140333333333333,2.25,0,"No",48.9157666666667,248.616455133333,264.0144785,0.287221712333333,"deciduous",1.884102253,481,25.312,19.0028445,13.43451501,"no"
"10-22",10,"MIX","Cacor","2/2.5",1.5,0.124,1.16,0,"No",45.1532,245.655463066667,293.0152517,0.329730359333333,"deciduous",1.992708532,482,29.783,16.18372897,14.9459891,"no"
"10-23",10,"MIX","Myfru","1/1.5",1,0.0896666666666667,14.0266666666667,1,"No",67.4062333333333,421.261039666667,254.296538833333,0.265430073666667,"deciduous",2.558265067,500,35.32,14.15628539,13.8062316,"yes"
"10-24",10,"MIX","Sasap","2/2.5",1.5,0.184,23.93,1,"No",533.628766666667,141.081700966667,316.0357133,0.391491248333333,"evergreen",2.131103527,518,25.984,19.93534483,12.19274412,"no"
"10-25",10,"MIX","Machi","2/2.5",2,0.212333333333333,13.6733333333333,0,"No",100.7662,107.3489219,442.830341566667,0.438812465333333,"evergreen",1.098448296,519,16.791,30.90941576,15.28610865,"no"
"10-26",10,"MIX","Cacor","3/3.5",2,0.122666666666667,1.38333333333333,0,"No",27.9606666666667,284.861500266667,252.745658533333,0.287275083666667,"deciduous",2.631026795,481,35.362,13.60217182,13.44038003,"no"
"10-27",10,"MIX","Caarg","1/1.5",1.5,0.137333333333333,2.46333333333333,0,"No",30.2059666666667,280.2652753,281.999227733333,0.262169894,"deciduous",1.407408399,485,23.457,20.67613079,16.66680404,"no"
"10-29",10,"MIX","Semex","2/2.5",2,0.217333333333333,3.53666666666667,0,"Yes",28.8394,161.300401266667,295.9306606,0.285490504333333,"deciduous",0.920969379,439,17.379,25.26037171,18.87033423,"no"
"10-31",10,"MIX","Maarb","1.5/2",2.5,0.262333333333333,58.0566666666667,0,"Yes",83.0892666666667,256.890465366667,191.361728433333,0.149729465,"evergreen",2.234767818,397,35.031,11.3328195,15.67545394,"no"
"10-32",10,"MIX","Ramon","1.5/2",1.5,0.174,10.8433333333333,0,"Yes",34.1124,244.694271433333,312.998462733333,0.241515150666667,"deciduous",1.147867438,454,25.902,17.52760405,22.56532343,"no"
"10-33",10,"MIX","Casyl","2/2.5",1,0.151333333333333,3.41666666666667,0,"No",17.9060333333333,192.219976866667,350.308835366667,0.349902244333333,"evergreen",0.793362028,508,26.746,18.99349435,33.712226,"no"
"10-37",10,"MIX","Cacor","3.5/4",3,0.141666666666667,2.11666666666667,0,"No",34.7787,218.086092266667,319.0515015,0.325455324333333,"deciduous",2.07046471,480,27.916,17.19444046,13.48296345,"no"
"10-38",10,"MIX","Lomin","1.5/2",1,0.2,24.64,1,"Yes",46.3286666666667,281.837943433333,278.852846433333,0.181723639,"deciduous",2.189762718,500,38.922,12.84620523,17.77452858,"yes"
"10-4",10,"MIX","Maarb","1/1.5",1,0.211333333333333,51.6333333333333,0,"Yes",92.0253,344.480472733333,154.213602133333,0.137473501,"evergreen",2.189421476,399,37.629,10.60352388,17.18673193,"no"
