"IDtree","plot","forest_type","sp","heigth","CII","thick","petiol","compound","pubes","LA","SLA","LDMC","dens","pheno","P","C","N","CN","NP","Legum"
"9-105",9,"MIX","Guulm","2/2.5",2.5,0.179333333333333,12.4466666666667,0,"Yes",36.6219666666667,246.7110421,254.137861733333,0.226271474,"deciduous",1.897218828,477,33.381,14.28956592,17.59470205,"no"
"9-106",9,"MIX","Retri","2/2.5",2.5,0.298333333333333,4.84666666666667,0,"Yes",36.3587,116.145673766667,301.6974806,0.289009287,"deciduous",1.043049628,504,21.075,23.91459075,20.20517474,"no"
"9-107",9,"MIX","Acpan","2.5/3",3,0.159,23.71,1,"No",70.3593,233.5389599,322.431294266667,0.270482244333333,"semideciduous",0.830903516,510,27.516,18.53467074,33.11575828,"yes"
"9-108",9,"MIX","Retri","2/2.5",2.5,0.28,4.99666666666667,0,"Yes",24.2892666666667,118.553896766667,318.315772666667,0.30282592,"deciduous",0.425584525,509,20.125,25.29192547,47.28790359,"no"
"9-109",9,"MIX","Coger","1/1.5",2.5,0.167333333333333,7.18333333333333,0,"Yes",35.7156,257.012376066667,231.892961533333,0.234402291666667,"deciduous",1.594830905,434,31.191,13.91427014,19.5575593,"no"
"9-11",9,"MIX","Cacor","2.5/3",1.5,0.147333333333333,2.40666666666667,0,"No",37.6288,201.8357313,297.2312016,0.338763778,"deciduous",1.470205591,495,26.532,18.65671642,18.04645565,"no"
"9-110",9,"MIX","Semex","3/3.5",3,0.260333333333333,2.33333333333333,0,"Yes",36.8237333333333,150.200644966667,252.5389693,0.258040499666667,"deciduous",1.337015177,441,14.836,29.72499326,11.09635871,"no"
"9-111",9,"MIX","Semex","1.5/2",2.5,0.206,1.53333333333333,0,"No",30.8140333333333,183.478990733333,243.382720666667,0.265863900333333,"deciduous",1.012254431,440,15.685,28.05227925,15.49511616,"no"
"9-112",9,"MIX","Accol","3/3.5",2.5,0.086,20.7966666666667,2,"No",71.8925666666667,265.718793533333,430.141717166667,0.444059625333333,"deciduous",1.518850149,516,29.252,17.6398195,19.25930614,"yes"
"9-115",9,"MIX","Busim","2.5/3",3,0.184666666666667,101.996666666667,1,"Yes",235.510333333333,206.066890566667,236.375983933333,0.263293324666667,"deciduous",1.182923474,474,24.292,19.51259674,20.5355634,"no"
"9-116",9,"MIX","Semex","3/3.5",3,0.259333333333333,2.62333333333333,0,"Yes",26.3099333333333,136.568574033333,265.8994102,0.283137650333333,"deciduous",1.100625864,439,17.372,25.27055031,15.78374684,"no"
"9-117",9,"MIX","Semex","2/2.5",2.5,0.307333333333333,3.86,0,"Yes",20.3700666666667,128.027893666667,275.199577266667,0.258412262,"deciduous",0.829241854,442,14.514,30.45335538,17.50273449,"no"
"9-118",9,"MIX","Cacor","2.5/3",3,0.189,3.39666666666667,0,"No",52.5790333333333,162.2393118,281.070293066667,0.326796447333333,"deciduous",1.514182689,495,24.887,19.88990236,16.43592955,"no"
"9-12",9,"MIX","Semex","1.5/2",1.5,0.233,2.69666666666667,0,"Yes",30.8831333333333,154.826381,265.6819503,0.277996221666667,"deciduous",1.106634243,446,13.894,32.10018713,12.55518712,"no"
"9-121",9,"MIX","Coger","1.5/2",3,0.193666666666667,11.8433333333333,0,"Yes",57.0310666666667,235.9239839,224.580865066667,0.219242963333333,"deciduous",1.491517595,448,27.772,16.13135532,18.61996137,"no"
"9-122",9,"MIX","Geame","2.5/3",3,0.203666666666667,5.83333333333333,0,"Yes",444.3901,147.984438166667,289.852294033333,0.333488958,"deciduous",1.295669062,509,23.562,21.60258043,18.18519921,"no"
"9-123",9,"MIX","Retri","3/3.5",3,0.227333333333333,4.03666666666667,0,"Yes",20.1755666666667,193.8789909,272.406019466667,0.227416409666667,"deciduous",1.542005558,505,20.172,25.03470157,13.08166491,"no"
"9-124",9,"MIX","Coger","1/1.5",2.5,0.190333333333333,15.6333333333333,0,"Yes",59.7783666666667,217.3427447,266.29689175,0.2496981325,"deciduous",1.283931849,441,22.572,19.53748006,17.58037236,"no"
"9-125",9,"MIX","Geame","1/1.5",3,0.216333333333333,4.74333333333333,0,"Yes",534.605766666667,176.847768133333,301.569828766667,0.267314132333333,"deciduous",1.480058601,498,20.668,24.09521966,13.96431194,"no"
"9-126",9,"MIX","Geame","1/1.5",3,0.206333333333333,3.72666666666667,0,"Yes",590.595933333333,155.561523966667,309.9249896,0.314478869,"deciduous",0.94227384,505,21.041,24.00076042,22.33002669,"no"
"9-127",9,"MIX","Retri","2/2.5",3,0.270666666666667,4.14666666666667,0,"Yes",26.3605666666667,139.429961833333,305.940919366667,0.265996854333333,"deciduous",1.030156089,510,20.604,24.75247525,20.00085251,"no"
"9-128",9,"MIX","Retri","2.5/3",3,0.280666666666667,6.76333333333333,0,"Yes",27.5516333333333,112.806654993333,307.896380666667,0.319892069333333,"deciduous",0.703465161,498,15.915,31.29123468,22.62372165,"no"
"9-13",9,"MIX","Semex","1/1.5",1.5,0.304333333333333,3.78333333333333,0,"Yes",25.6394333333333,113.598709866667,283.553633733333,0.290989933,"deciduous",1.252215862,431,16.965,25.40524609,13.54798363,"no"
"9-133",9,"MIX","Retri","1.5/2",2.5,0.174333333333333,6.45,0,"Yes",40.3397,215.998043333333,352.227944033333,0.267425187,"deciduous",0.647331005,498,19.033,26.1650817,29.40226846,"no"
"9-137",9,"MIX","Erhav","1/1.5",1,0.176666666666667,2.68333333333333,0,"No",10.4513666666667,200.395660533333,351.914640266667,0.284009668333333,"deciduous",0.868155072,474,25.695,18.44716871,29.59724687,"no"
"9-139",9,"MIX","Semex","2.5/3",3,0.278,3.65666666666667,0,"No",38.7883,123.0864313,288.531608266667,0.293718967,"deciduous",1.16763394,442,16.152,27.36503219,13.83310252,"no"
"9-14",9,"MIX","Semex","1/1.5",2,0.327,3.22333333333333,0,"Yes",25.5806333333333,116.065496033333,272.6908837,0.266719771333333,"deciduous",0.944470054,436,18.447,23.63527945,19.53158802,"no"
"9-140",9,"MIX","Erhav","1.5/2",2.5,0.159333333333333,2.98333333333333,0,"No",11.8412333333333,216.7564127,345.879111166667,0.291409308333333,"deciduous",1.499800903,481,28.83,16.68400971,19.22255144,"no"
"9-142",9,"MIX","Taros","2.5/3",3,0.215333333333333,182,1,"No",470.2319,122.792946966667,311.6675883,0.378996872333333,"deciduous",1.20468353,491,21.601,22.73042915,17.93085027,"no"
"9-15",9,"MIX","Disal","1.5/2",2,0.204333333333333,4.67,0,"Yes",43.0230666666667,144.878202633333,388.320723066667,0.341154887666667,"deciduous",0.607062555,470,15.799,29.74871827,26.0253245,"no"
"9-17",9,"MIX","Cacor","3.5/4",2,0.161666666666667,2.31666666666667,0,"No",40.4926333333333,181.795080266667,301.1290345,0.341278875,"deciduous",1.268693695,487,25.254,19.28407381,19.90551392,"no"
"9-18",9,"MIX","Semex","1.5/2",2.5,0.395,4.91,0,"Yes",21.4796333333333,83.32088201,301.494068,0.305149171333333,"deciduous",0.969681746,450,15.142,29.71866332,15.61543265,"no"
"9-19",9,"MIX","Retri","2.5/3",2,0.233333333333333,8.73,0,"Yes",33.5808,174.421506866667,297.648816433333,0.247997782333333,"deciduous",0.801126248,492,20.399,24.11882935,25.46290307,"no"
"9-2",9,"MIX","Semex","1.5/2",1.5,0.226666666666667,2.30333333333333,0,"Yes",39.7796,163.1778266,282.134217066667,0.271431416666667,"deciduous",0.743233268,442,16.665,26.52265227,22.42230095,"no"
"9-20",9,"MIX","Cacor","3/3.5",2,0.16,2.75333333333333,0,"No",73.0837666666667,176.545205033333,316.105968333333,0.354246526333333,"deciduous",1.403133877,491,22.731,21.60045752,16.20016476,"no"
"9-22",9,"MIX","Retri","2.5/3",1.5,0.189333333333333,1.95,0,"Yes",30.4720333333333,265.892717933333,245.179373066667,0.198900961666667,"deciduous",0.872197275,496,18.148,27.33083535,20.80721934,"no"
"9-23",9,"MIX","Semex","3.5/4",2,0.304666666666667,3.54,0,"Yes",17.0532333333333,117.057268966667,297.510032033333,0.281226268666667,"deciduous",1.030787895,453,16.193,27.97505095,15.70934242,"no"
"9-24",9,"MIX","Erhav","3/3.5",1.5,0.192333333333333,2.13666666666667,0,"No",10.7024,188.9270236,358.960308333333,0.279272216,"deciduous",1.602137686,483,28.841,16.74699213,18.00157393,"no"
"9-25",9,"MIX","Erhav","1/1.5",2.5,0.180666666666667,2.4,0,"No",15.4252666666667,205.805228066667,356.326684833333,0.270238301666667,"deciduous",1.160043048,480,29.8,16.10738255,25.68870186,"no"
"9-26",9,"MIX","Semex","1/1.5",2,0.237333333333333,2.99,0,"Yes",14.6054,142.990094733333,287.931410033333,0.296323751,"deciduous",0.840476111,449,16.087,27.91073538,19.14034176,"no"
"9-27",9,"MIX","Semex","1.5/2",1.5,0.246,3.34666666666667,0,"No",50.1996,124.3795156,297.333240266667,0.327172477333333,"deciduous",1.223397183,450,17.915,25.11861569,14.64364988,"no"
"9-3",9,"MIX","Erhav","3.5/4",2,0.179333333333333,2.05666666666667,0,"No",7.9685,189.622528366667,379.320628133333,0.294784596666667,"deciduous",1.106991068,488,29.56,16.50879567,26.70301582,"no"
"9-33",9,"MIX","Erhav","1/1.5",3,0.169333333333333,2.72333333333333,0,"No",14.4230666666667,201.524569733333,361.024764833333,0.293753908333333,"deciduous",1.408800495,483,27.745,17.40854208,19.69405896,"no"
"9-34",9,"MIX","Semex","2/2.5",2.5,0.255333333333333,2.63666666666667,0,"Yes",23.8656666666667,155.552387,251.770472033333,0.253342931333333,"deciduous",0.854567547,438,17.018,25.73745446,19.914166,"no"
"9-36",9,"MIX","Semex","1/1.5",2.5,0.256333333333333,2.96666666666667,0,"Yes",27.6183,130.0999262,272.083251766667,0.302209881,"deciduous",0.916711535,448,16.85,26.58753709,18.38091849,"no"
"9-38",9,"MIX","Semex","1/1.5",1.5,0.224333333333333,3.09666666666667,0,"No",26.0442666666667,147.296504433333,260.2123092,0.304263394666667,"deciduous",0.662852184,429,14.237,30.13275269,21.47839344,"no"
"9-39",9,"MIX","Semex","1/1.5",2,0.249666666666667,2.60333333333333,0,"Yes",23.4276666666667,121.8763217,296.547873933333,0.328992726333333,"deciduous",0.871702991,458,17.214,26.60625073,19.74755183,"no"
"9-41",9,"MIX","Retri","1.5/2",2,0.218666666666667,4.5,0,"Yes",40.9283,179.383263566667,304.221321766667,0.255670805333333,"deciduous",0.613108995,514,19.838,25.90986995,32.35640017,"no"
"9-42",9,"MIX","Retri","3.5/4",2.5,0.26,4.53666666666667,0,"Yes",28.3191333333333,154.832791433333,278.3858024,0.250678752666667,"deciduous",0.869535654,488,20.611,23.6766775,23.70345587,"no"
"9-44",9,"MIX","Semex","3/3.5",2.5,0.294,1.4,0,"Yes",12.9551666666667,112.879664866667,285.942361,0.302602581666667,"deciduous",0.672023725,442,14.551,30.37591918,21.65250937,"no"
"9-52",9,"MIX","Semex","2.5/3",2.5,0.268,2.22,0,"Yes",24.70995,113.27584485,327.41514055,0.3296241095,"deciduous",0.803354973,464,14.502,31.99558682,18.05179589,"no"
"9-53",9,"MIX","Retri","3/3.5",2,0.263,6.64666666666667,0,"Yes",34.4107666666667,147.681824966667,327.486452266667,0.258337134,"deciduous",0.878762888,507,18.857,26.88656732,21.45857575,"no"
"9-55",9,"MIX","Retri","3/3.5",2,0.231333333333333,9.23333333333333,0,"Yes",38.7335666666667,184.232194233333,274.7525975,0.241084019,"deciduous",0.903009502,498,19.378,25.69924657,21.45935336,"no"
"9-57",9,"MIX","Retri","1.5/2",2.5,0.245666666666667,5.83666666666667,0,"Yes",26.0059,159.519260166667,291.8615103,0.258580412666667,"deciduous",0.928821137,495,16.773,29.51171526,18.05837458,"no"
"9-58",9,"MIX","Accol","2/2.5",2,0.106666666666667,20.33,2,"No",122.855133333333,187.506307533333,456.6399882,0.502308096333333,"deciduous",1.316405179,516,27.705,18.62479697,21.04595185,"yes"
"9-62",9,"MIX","Retri","3.5/4",2,0.233333333333333,5.7,0,"Yes",38.0652666666667,170.454541933333,291.8990038,0.252712068333333,"deciduous",0.927733806,495,15.278,32.39952873,16.46808589,"no"
"9-66",9,"MIX","Retri","1.5/2",2.5,0.290333333333333,6.62,0,"Yes",22.7244,143.843494666667,299.7643543,0.248976129,"deciduous",0.509043127,492,12.245,40.17966517,24.05493629,"no"
"9-67",9,"MIX","Retri","3/3.5",3,0.257666666666667,6.8,0,"Yes",39.1834666666667,110.170967253333,421.9342976,0.354626003333333,"deciduous",1.22189181,507,13.708,36.98570178,11.21866919,"no"
"9-68",9,"MIX","Retri","1.5/2",3,0.268,3.57666666666667,0,"Yes",29.6576666666667,136.8802381,318.7244783,0.274006688,"deciduous",0.832911071,498,17.333,28.73132176,20.8101448,"no"
"9-69",9,"MIX","Butom","1/1.5",2,0.198,54.2366666666667,1,"Yes",117.713266666667,245.211199066667,264.575064166667,0.213466160666667,"deciduous",1.250236977,497,18.349,27.08594474,14.67641762,"no"
"9-7",9,"MIX","Semex","3.5/4",2,0.381666666666667,3.87666666666667,0,"Yes",29.0686333333333,85.43770343,318.720875766667,0.307287173666667,"deciduous",0.809085774,452,20.347,22.21457709,25.14813715,"no"
"9-8",9,"MIX","Erhav","1/1.5",1.5,0.205333333333333,3.64333333333333,0,"No",14.3870666666667,187.269164033333,371.431175066667,0.261084376666667,"deciduous",0.978979996,491,25.895,18.96118942,26.45100012,"no"
"9-80",9,"MIX","Glsep","2.5/3",2.5,0.175666666666667,28.8466666666667,1,"Yes",180.871933333333,243.882930333333,208.777938566667,0.23378526,"deciduous",1.506329783,513,34.749,14.76301476,23.06865362,"yes"
"9-86",9,"MIX","Retri","3/3.5",2,0.249666666666667,8.47333333333333,0,"Yes",25.5792333333333,148.104392566667,301.719971166667,0.270812956,"deciduous",0.900586521,512,21.476,23.84056621,23.84668157,"no"
"9-89",9,"MIX","Glsep","2.5/3",2,0.249333333333333,26.19,1,"Yes",138.912933333333,164.536882633333,246.107724466667,0.24598141,"deciduous",1.675157768,506,33.665,15.03044705,20.09661457,"yes"
"9-9",9,"MIX","Semex","1.5/2",2.5,0.312666666666667,3.64333333333333,0,"No",35.3196333333333,107.278977633333,288.403809366667,0.299240231,"deciduous",1.380325803,480,18.603,25.80228995,13.47725295,"no"
"9-92",9,"MIX","Retri","2.5/3",2,0.245,7.04,0,"Yes",34.4561666666667,155.5845631,312.8213157,0.262732727666667,"deciduous",0.871397934,496,17.761,27.9263555,20.382192,"no"
"9-96",9,"MIX","Butom","1.5/2",2.5,0.185,46.23,1,"Yes",138.095666666667,268.798044366667,251.4485281,0.203519831333333,"deciduous",1.23392,493,21.972,22.43764792,17.80666494,"no"
"9-99",9,"MIX","Erhav","2.5/3",3,0.192333333333333,2.23333333333333,0,"No",10.6826,149.445002933333,377.489298066667,0.349966701333333,"deciduous",1.415802485,493,28.131,17.52515019,19.86929695,"no"
